Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn
Christopher Martin,39.0,9655.42,1,5.5,8.0,2011-09-01 16:47:27,"2910 Deborah Haven Apt. 221
Gomezstad, PW 18580-1005","Wise, Nichols and Allen",0
Richard Gonzalez,49.0,7904.67,0,5.58,6.0,2008-11-05 06:32:13,"PSC 2039, Box 7808
APO AP 35117",Lee and Sons,0
Christopher Price,43.0,10598.35,1,6.72,8.0,2006-01-14 22:09:05,"PSC 8020, Box 7594
APO AE 50638",Porter-Johnson,0
Jeremy Garcia,31.0,10182.6,1,3.77,8.0,2012-10-19 02:30:29,"0414 Ellis Creek Apt. 971
Gailberg, WV 99255-4310",King LLC,0
Kevin Hebert,41.0,11316.69,0,6.23,10.0,2007-04-14 21:21:11,"281 Phyllis Port
West Jessica, VT 75528-7229",Castro-Kline,0
Jessica Morris,43.0,6065.64,1,4.86,7.0,2011-01-26 13:35:32,"69465 Murphy Harbor
Bishopchester, MP 09567",Hernandez Ltd,0
Wendy Wells,41.0,8907.76,0,6.99,7.0,2016-09-09 03:56:57,"81421 Joseph Canyon Apt. 100
Josephton, MT 11927-8464","Sanchez, Ferguson and Ramos",0
Amanda Barnett,45.0,9773.22,1,3.79,10.0,2009-06-04 09:14:47,"205 Campbell Highway
Port Wyatt, AK 84887-4000",Lee Ltd,0
Willie George II,32.0,9036.27,0,7.14,11.0,2010-06-29 07:19:00,"Unit 5118 Box 3795
DPO AA 27599","Murphy, Davis and Zimmerman",0
Troy Burke,50.0,8193.77,0,5.13,8.0,2011-09-30 21:43:15,"2819 Wright Summit
Nicholasmouth, CT 05051-3807",Austin LLC,0
Kyle Mcguire,30.0,10183.98,1,5.14,9.0,2009-02-13 23:12:29,"1005 Kevin Mews
Bennettmouth, VI 93240-6963","Smith, Salazar and Ward",0
Adam Harris,44.0,9815.03,1,4.9,9.0,2016-05-29 06:00:09,"40488 Michael Forge
Lake Heatherbury, OK 21867","Smith, Oconnor and Brown",0
Roy Marshall,43.0,6098.15,0,3.74,8.0,2014-02-19 04:42:17,"55334 William Square
Kaylaland, TN 06847-1171","Harrison, Cox and Russell",0
Lisa Lee,45.0,13100.75,1,7.79,10.0,2010-05-08 01:45:27,"04983 Johnson Park
Elizabethfurt, MT 88532",Clark-Dawson,0
Marc Price,40.0,10638.66,0,4.35,10.0,2008-07-26 11:52:14,"9411 Robinson Corners Apt. 595
North Samuelborough, GA 97735",Hayes-Hill,0
James Griffin,52.0,9519.64,0,5.61,8.0,2015-12-05 19:35:08,"Unit 5498 Box 5539
DPO AP 33602",Walker Ltd,0
Leslie Lopez,50.0,10358.08,0,5.41,8.0,2014-07-31 11:31:11,"7364 Jessica Way
New Jeremyside, ND 50029",Copeland Inc,0
Richard Jackson,46.0,7638.13,1,4.91,9.0,2007-03-15 05:45:30,"8169 Catherine Dam
Grantville, MN 89963",Riley Group,0
Kevin Gordon MD,42.0,10807.46,1,6.74,7.0,2007-10-10 17:28:55,"66383 Williams Brooks
Lake Richardside, NJ 36694","Dougherty, Guzman and Martin",0
Dean Spears,37.0,11945.5,1,5.37,8.0,2008-03-07 06:37:54,"25364 Snyder Bridge
Cookton, WI 66968",Watkins-Gill,0
Kara Barnett,48.0,13597.5,0,6.45,8.0,2013-05-02 22:34:09,"5248 Cameron Ridges Suite 289
East Jeffreyport, MP 00728",Roberson Group,0
Kelly White,47.0,7364.12,1,3.65,9.0,2012-01-05 20:06:26,"77842 Jeffrey Common
North Johnnytown, ND 76045",Allen LLC,0
Laura Turner,42.0,8934.99,1,6.21,8.0,2010-10-26 19:01:20,"46278 Austin Views Apt. 675
Port Paulfurt, KS 08809-6244","Johnson, Myers and Martinez",0
Hannah Mack,34.0,13672.54,0,6.05,6.0,2016-03-05 13:19:04,"412 Martin Village Apt. 913
Debbieside, NH 82863","Phillips, Shepherd and Davis",0
Christina Farmer,44.0,9446.84,0,4.59,10.0,2008-11-26 23:15:26,"95806 Fuller Crossroad Suite 269
Lake Denise, VA 86649",Gutierrez-Doyle,0
Patricia Deleon,36.0,11082.13,0,4.84,9.0,2012-04-05 16:54:43,"6857 Sean Heights
New Caitlin, OR 57302",Cannon-Blevins,0
Peggy Rodriguez,38.0,10005.91,1,5.44,9.0,2009-03-31 19:37:44,"21549 Williams Ways Suite 186
East Crystalville, NV 65321",Brown LLC,0
Steven Price,38.0,11227.39,1,5.71,9.0,2011-04-05 07:23:43,"586 Gregory Gateway Suite 935
Port Deborah, OK 46332",Tran-Morris,0
Linda Mason,34.0,13574.25,0,5.2,9.0,2010-01-30 19:50:16,"Unit 7583 Box 3011
DPO AP 05481","Ballard, Underwood and Brown",0
Edward Rhodes,46.0,7876.84,1,6.41,10.0,2015-02-08 10:45:13,"56573 Emily Falls Apt. 917
Simpsontown, VA 11466-4489",Walker and Sons,0
Martin Williams MD,39.0,10413.93,0,3.75,11.0,2009-09-17 13:18:33,"9373 Carpenter Spur
Michellebury, UT 07973",Valdez Group,0
Molly Perez,36.0,11079.61,1,4.12,9.0,2011-09-16 01:39:35,"236 Smith Lake Suite 670
West Charles, OK 98173",Allen PLC,0
David Hernandez,36.0,12192.94,1,6.46,9.0,2015-03-02 20:54:14,"719 Kenneth Port Suite 911
New Micheal, GU 32134",Lane and Sons,0
Brendan Garcia,47.0,9101.71,0,4.11,6.0,2013-07-20 00:18:40,"USS Reed
FPO AE 89292-3816","Arnold, Skinner and Strickland",0
Curtis Phillips,38.0,12978.81,0,7.94,7.0,2011-07-21 16:04:43,"Unit 6530 Box 3626
DPO AA 16636-7105",Sweeney-Hall,0
Frank Mann MD,43.0,8007.18,1,5.45,8.0,2009-04-13 22:54:21,"40205 Sellers Ville Apt. 983
Melanieview, DC 06529","Carter, Johnson and Franklin",0
Wayne Clark,43.0,6471.68,0,4.93,9.0,2008-06-19 01:29:54,"72663 John Turnpike
West Ryan, NY 72119-1924",Brown-Coleman,0
Carol Johnston,33.0,14160.05,1,4.61,7.0,2015-11-19 09:40:39,"303 Brittany Landing Suite 749
Meghanmouth, TX 27021-4399",Lewis-Wilson,0
Cameron Brown,39.0,11490.75,0,4.93,8.0,2014-12-23 02:56:42,"783 Reyes Extension Suite 224
North Angela, IA 45864",Shaw-Jackson,0
Jacob Gutierrez,40.0,11338.94,0,6.23,7.0,2007-08-17 09:17:57,"8489 Christopher Circles Apt. 542
Sarahmouth, AL 61019-4480",Parrish LLC,0
Caitlin Johnston,28.0,11245.38,0,6.72,8.0,2016-12-09 09:29:39,"42425 John Estates
Lake Jonathanshire, NJ 46554",Yang Ltd,0
Monica Graham,40.0,13987.59,1,5.58,7.0,2016-02-29 07:42:15,"3077 George Views Suite 883
Vangmouth, WI 86289",Anderson Group,0
Andrew Gates,48.0,12810.16,0,2.21,10.0,2015-03-27 04:57:10,"779 Jeremy Road
Port Ryan, CO 89095-3953","Conner, Brown and Johnson",0
Alyssa Pitts,45.0,10976.03,0,4.5,10.0,2014-07-13 21:28:58,"881 Neal Mill Apt. 098
West Alexandra, RI 98586-9878","Smith, Anderson and Reyes",0
Robert Rowe,48.0,7737.57,1,4.19,9.0,2009-05-29 14:47:18,"16913 Robyn Overpass Apt. 119
Roweberg, MO 99456",Woods-Durham,0
Keith Perez,45.0,7748.34,0,4.2,8.0,2008-10-29 16:46:06,"467 Shannon Islands Apt. 468
Higginsville, GU 54051",Jensen-Smith,0
Benjamin Davenport,55.0,8270.52,1,5.15,8.0,2014-02-27 17:24:46,"7834 Day Garden
Petersonburgh, ME 76865-5379",Morris Group,0
Joshua Turner,32.0,11715.72,0,4.73,9.0,2010-01-11 04:57:14,"8092 Travis Forge Suite 409
New Glenn, NH 92763",Neal Inc,0
Mathew Rivera,48.0,9219.4,1,5.91,6.0,2011-08-04 02:52:44,"05272 Angela Unions Suite 032
Lewischester, WV 61156-3281",Zamora-Cherry,0
Richard Underwood,45.0,5347.74,1,5.62,10.0,2014-07-27 23:34:41,"366 Jeremy Bypass
North Kristin, NE 62364-9040",Gamble Ltd,0
Cathy Carney,42.0,9261.41,0,3.92,9.0,2009-06-27 05:38:40,"7816 Cynthia Unions Apt. 858
Elizabethhaven, KY 51905-4106",Carr and Sons,0
John Harris,41.0,11789.33,0,4.61,9.0,2006-07-04 11:18:36,"6339 Julie Canyon Apt. 275
Marshallchester, OK 68644",Barrett-Carrillo,0
John Walter,44.0,14023.22,1,3.49,10.0,2015-07-16 05:42:31,"80309 Davis Estate
North Kelseyville, SC 01422-4929","Kennedy, Flores and Morris",0
Michael Lopez,36.0,9993.5,0,6.6,6.0,2014-02-25 02:59:02,"6626 Samantha Port Apt. 143
West Jennifermouth, SC 62851","May, King and Murray",0
Erik Martinez,41.0,6535.91,0,4.83,11.0,2014-02-17 08:26:10,"9780 Michelle Gateway Apt. 049
Lake Gabriellemouth, OK 06225",Martinez-Roberts,0
Sally Velazquez,44.0,12835.19,1,5.44,7.0,2015-05-06 22:58:50,"3227 Lin Port
Ambermouth, WI 81808-7704","Patterson, Clark and Garrison",0
Thomas Spears,42.0,11654.34,0,5.06,10.0,2007-04-08 11:12:32,"5651 Ryan Roads Apt. 091
New Jenniferstad, OR 83943-6211","Chandler, Rivera and Fleming",0
Robin Sanchez,45.0,12200.96,1,4.7,6.0,2007-04-07 07:12:42,"2464 Cynthia Haven Apt. 333
Cynthiaport, FM 93220","Arellano, Smith and Lang",0
Janet Hayden,34.0,12813.91,0,2.41,7.0,2006-01-17 22:25:40,"118 Linda Street Suite 025
Hunterberg, WA 50583","Bishop, Edwards and Webb",0
Francisco Moore,36.0,10345.19,1,4.84,10.0,2016-04-22 21:07:11,"7433 Matthew Stream
South Susan, NE 04017-0029",Carrillo-Potts,0
Tony Boone,49.0,8232.11,0,6.84,8.0,2006-04-18 10:56:21,"1484 Carter Court
Stephentown, FL 02705-7717",Lopez-Nelson,0
Phillip Spears,52.0,14838.84,0,5.12,8.0,2010-03-20 11:41:52,"30813 Ponce Street Apt. 308
Nashville, MN 56455-2134",Welch-Houston,0
Brandon Ballard,43.0,9541.45,0,6.05,8.0,2008-09-27 05:35:16,"97254 Ward Stravenue
North Melanie, DE 04764",Graham-Allen,0
Christopher Johnson,46.0,7424.11,0,4.83,9.0,2006-10-26 00:50:30,"2804 Joel Station
New Jennifer, DC 36785",Garcia-Moore,0
Brian Torres,37.0,7062.59,1,4.56,9.0,2007-12-11 04:16:54,"4475 Stephanie Plaza Apt. 569
West Taylorchester, CT 29697-0584",Johnson Group,0
Cheryl Hayes,51.0,10776.82,0,5.1,5.0,2007-01-05 20:48:18,"667 Diaz Row
Garnerview, IN 81368-5410","Hill, Roberts and Melendez",0
Steven Mendoza,50.0,13247.31,0,3.48,6.0,2010-06-25 21:01:36,"6699 John Burg Suite 410
West Wendyview, PW 56120",Caldwell-Vargas,0
Randy Hill,40.0,8610.43,1,5.08,7.0,2014-06-28 01:42:32,"9446 Gregory Mountain
New Elizabethberg, AL 36341",Johnston Group,0
Beth Fitzgerald,48.0,8863.36,0,6.35,7.0,2008-03-24 13:32:50,"63692 Lucas Neck Apt. 112
North Kevinshire, NH 24241-9525","Gonzalez, Gilbert and Wall",0
Angela Ross,39.0,13574.53,1,5.69,10.0,2014-04-23 10:59:55,"1008 Ricky River
Port Joshua, GA 42542",Miller-Ramirez,0
Teresa Higgins,41.0,14216.37,1,1.81,8.0,2013-09-11 11:05:40,"34494 Luke Gateway Apt. 508
East Jason, WV 91110",Martin PLC,0
Andrew Hester,48.0,11555.21,1,4.45,8.0,2007-09-18 14:11:53,"614 Wilson Extensions
New Richardshire, AK 59247",Woodward-Bruce,0
Laura Williams,55.0,5720.98,1,6.63,8.0,2013-01-30 01:58:46,"147 Antonio Roads
South Sara, KY 70646-6480",Mcneil-Hayes,0
Vanessa Hodge,38.0,8370.15,0,8.6,5.0,2009-01-24 14:58:51,"29252 Powell Brook Suite 931
Port Scottland, MT 15769-3539",Li Ltd,0
Amy Stanley,43.0,9060.28,1,4.95,6.0,2010-10-15 11:16:01,"906 Kelly Courts Suite 424
Lake Michaelborough, NV 63970",Johnson-Nelson,0
Brenda Ruiz,44.0,7193.84,0,6.22,7.0,2016-11-07 08:00:39,"34011 Montgomery Terrace
Reynoldsmouth, MI 62031-7230",Avery Inc,0
William Krause,42.0,11225.96,0,5.89,7.0,2013-05-31 14:29:06,"USNV Perry
FPO AP 32236-2293","Hall, Hernandez and Palmer",0
David Bowers,49.0,12893.19,0,5.13,7.0,2009-04-09 00:38:23,"5737 Bowman Throughway Suite 494
Port Austinbury, AK 56390-6671","Anthony, Walter and Moore",0
David Grant,45.0,13896.99,0,4.26,8.0,2009-11-11 23:33:43,"2974 Melvin Fords Suite 760
East Jacob, PR 90451-9722","Bryan, Small and Meyer",0
Dominique Schneider,43.0,12378.57,1,4.04,8.0,2007-08-07 06:00:00,"68378 Jeffrey Locks Apt. 678
Gibbsstad, OR 40474",Ford LLC,0
Martin Avila,42.0,11768.71,1,6.24,7.0,2007-05-31 09:21:30,"652 Yvette Forks
Webbmouth, OH 61071-0774",Arnold-Mitchell,0
Dean Beck,32.0,8011.38,0,5.35,10.0,2013-12-21 04:31:52,"9161 Carmen Village
Ernestfort, RI 88511-5609",Wade-Parker,0
Kevin Powell,43.0,16955.76,0,7.04,8.0,2007-11-14 07:55:14,"33165 Joshua Streets Suite 299
Josephchester, ID 54756",Carroll Ltd,0
John Barber,43.0,10530.33,1,4.14,7.0,2014-02-16 04:04:23,"74415 Maxwell Walks Apt. 242
North Brandonland, AR 13900-6164",Taylor-Patel,0
Sylvia Sherman,42.0,11783.81,1,5.27,7.0,2010-09-27 05:53:21,"451 Diaz Trafficway
Mckinneymouth, AK 73479-7853",Robinson PLC,0
Susan Lucero,48.0,8824.84,1,5.93,7.0,2014-01-15 02:11:40,"043 Anne Radial
Ryanside, MN 70005-6155","Carpenter, Tran and Nelson",0
George Parker,46.0,9737.34,1,5.17,8.0,2015-03-29 06:41:20,"USCGC Walker
FPO AA 31720","Chavez, Ross and Howard",0
Zachary Sanchez,49.0,8131.64,1,7.1,7.0,2011-04-27 00:14:40,"39704 Troy Pines Suite 887
South Amber, WI 13510",Dawson-Porter,0
Tamara Williams,31.0,12264.68,1,5.88,8.0,2014-01-14 14:18:04,"524 Taylor Lights
Garrettfort, IA 35266",Tucker PLC,0
Kathleen Marquez,35.0,3825.7,0,4.28,8.0,2006-05-15 18:02:51,"984 Gallagher Circle
Port Gregorytown, MD 59029","Steele, Nguyen and Lewis",0
Carrie Williams,44.0,11597.38,0,3.45,7.0,2006-07-03 22:29:58,"895 Miller Key Suite 001
Port Craigport, TX 36874",Tucker Inc,0
Joel Johnson,55.0,5977.46,1,5.02,7.0,2010-04-03 05:46:08,"79373 Emily Parks Apt. 387
Greerfort, KS 65696-2400",Jenkins Group,0
Joshua Cooper,41.0,9608.45,0,5.81,7.0,2008-10-26 14:34:31,"097 Sherry Stream Apt. 739
North Annebury, ID 33014-7371",Patel-Frederick,0
Amber Evans,37.0,10348.37,1,7.65,6.0,2006-04-20 00:24:51,"1753 John Lights Suite 716
New Bradleyberg, TN 82631-5891",Weiss-Kelly,0
John Hawkins,41.0,13135.26,1,5.27,9.0,2014-05-01 13:07:09,"941 Alan Glens Suite 569
Shannonborough, NM 03091-2099",Smith Ltd,0
Scott Ingram,34.0,12760.01,0,3.87,8.0,2007-02-02 12:44:23,"574 Lee Corners Apt. 841
Russellborough, NV 32119",Carlson-Johnson,0
Steven Blankenship,39.0,9848.4,1,6.73,10.0,2011-03-28 01:58:13,"2165 Williams Vista Apt. 849
South Colleen, GU 38418-9285",Baker-Rios,0
Bailey Carroll,37.0,11517.19,1,8.34,11.0,2009-08-16 05:26:52,"3738 Kiara Rue Suite 215
South Connor, VA 29347",Lutz Inc,0
Barbara Watkins,37.0,8316.89,0,3.6,8.0,2014-09-17 10:05:20,"86043 Michael Ridge
Lindseyland, SD 36903-4426","Benitez, Durham and Lee",0
James Wallace,40.0,7762.73,1,4.66,10.0,2008-07-26 03:12:54,"0613 Kidd Springs Apt. 467
Nicholasville, VI 42395","Williams, Huffman and Gibson",0
Joshua Brown DVM,49.0,13510.96,1,6.39,9.0,2006-09-24 02:31:26,"4708 Walker Underpass Apt. 264
West David, NE 49246-4362","Shaw, Williams and Andrade",0
Whitney Kennedy,42.0,10442.37,0,5.58,5.0,2006-05-04 12:31:49,"6414 Jesus Knoll Apt. 139
Downsshire, VT 78464",Bates-Underwood,0
David Allen,35.0,10550.87,1,5.72,9.0,2010-04-21 15:26:30,"2900 Daniel Extension
South Theodorefurt, OH 44883",Smith PLC,0
Joshua Brown,31.0,5304.6,0,5.29,9.0,2008-04-13 02:54:26,"0495 Jessica Forge
Toddfort, VT 54080-8512",Wang and Sons,0
Cristian Sanchez,44.0,10157.21,0,6.14,7.0,2006-05-10 17:23:08,"78444 Carla Ports Suite 763
Savagechester, IL 62536",Thornton and Sons,0
Stephanie Martinez,42.0,12975.35,1,4.47,7.0,2006-09-19 17:17:11,"533 Smith Hills
South Antonioview, WA 32566-3457","Nash, Grant and Chen",0
Christine Jenkins,38.0,6574.25,0,6.18,9.0,2008-12-15 20:01:27,"3542 Dawn Lane
Williamchester, UT 01039","English, King and Green",0
Michelle Davis,33.0,12638.51,1,5.01,8.0,2006-08-11 06:36:15,"9180 Amanda Prairie Apt. 887
Grayborough, WA 18335",Watts-Kennedy,0
Adam Porter,48.0,10746.37,1,4.22,8.0,2006-02-18 01:22:53,"92600 Kevin Cape
South Sandraberg, NH 47456-5208",Anthony-Wood,0
David Murray,46.0,12873.63,1,5.73,7.0,2006-10-19 06:20:10,"8008 Steven Shore
North Richard, PW 07747","Lawson, Lee and Robertson",0
Cynthia Wood,49.0,12681.35,0,3.68,5.0,2014-05-24 05:29:40,"589 Mary Vista
Lake Craig, CO 88641","Washington, Mcdaniel and Lambert",0
Kenneth Johns,46.0,7730.53,1,5.3,8.0,2008-10-30 12:58:22,"226 Riley Neck Suite 180
Kristopherbury, LA 76071",Campbell-Moore,0
Jason Dickson,46.0,8603.6,0,6.44,9.0,2012-03-19 22:07:11,"645 Jasmine Brook
Cesarbury, AZ 68978-8729",Ayers Ltd,0
Johnny Jones,42.0,8218.63,0,5.9,9.0,2007-12-27 06:36:33,"275 Mitchell Stravenue
Barnesmouth, AZ 23615",Taylor Group,0
Rodney Miller,34.0,9401.99,1,8.25,9.0,2012-06-30 00:44:45,"10592 Kimberly Fields Suite 700
New Ericchester, GA 52658-8666","Leonard, Martinez and Bush",0
Tracy Jones,39.0,6127.84,0,4.22,9.0,2011-08-01 01:56:09,"417 Eric Overpass
Williamfurt, MT 69664","Thompson, Bailey and Hernandez",0
Greg Swanson,44.0,11794.91,0,6.32,6.0,2013-02-20 19:36:40,"446 Rodney Ridge Suite 282
West Williamside, MA 83236",Jackson-Garcia,0
Bradley Bennett,41.0,8143.38,1,2.64,5.0,2008-11-11 18:59:37,"04046 Shelby Rapid
Blackport, KS 68644","Fisher, Moore and Miles",0
Michael Anderson,40.0,11873.76,1,6.5,8.0,2011-08-22 14:22:42,"92927 Chavez Fork
Brownhaven, WV 20848-9320","Matthews, Burns and Miller",0
Katherine Sandoval,22.0,11254.38,1,4.96,8.0,2012-06-23 08:40:29,"3092 Theresa Neck
Carrilloport, RI 12639-5926","Monroe, Ferguson and White",0
James Hensley,46.0,8951.42,0,4.13,8.0,2009-03-06 01:34:19,"62940 Hill Alley Apt. 148
South Laurahaven, OR 94753-3273",Leblanc-Torres,0
Christopher Beasley,43.0,8662.18,1,7.31,8.0,2010-04-17 08:59:35,"3589 Ashley Crest Suite 345
North Jennifer, OH 77938",Harris Inc,0
Kayla Lopez,41.0,8427.12,0,4.37,6.0,2012-01-15 12:01:37,"USNS Mckenzie
FPO AA 31440-7156",Castro PLC,0
Jonathan Ali,55.0,11555.42,0,4.86,10.0,2006-10-28 02:07:22,"Unit 7484 Box 5607
DPO AP 65812","Osborne, Bailey and Lam",0
Kenneth Wilkerson,42.0,11670.32,0,5.51,7.0,2014-05-08 21:37:57,"Unit 8005 Box 5636
DPO AA 90315-7695","Aguilar, Kelly and Fuentes",0
Alex Banks,36.0,8918.52,0,3.62,8.0,2016-09-18 16:37:16,"2109 Moore Lights
North Heatherberg, NY 99942",Jones-Meyers,0
Brendan Higgins,34.0,13976.64,0,5.16,8.0,2010-12-24 13:44:30,"10155 Alison Tunnel Suite 682
Gonzalesside, GA 06335",Ballard-Allen,0
Monique Neal,44.0,6498.85,0,6.34,9.0,2008-03-19 07:19:33,"059 Sara Lodge Suite 123
Moorefurt, HI 95162-5163",Moreno-Jacobs,0
Kristen Bishop,39.0,9303.36,0,4.19,10.0,2013-01-20 08:27:05,"91214 Samuel Hill Apt. 375
New Josephfurt, PA 94380",Underwood-Alvarado,0
Amber Martin,40.0,8083.76,0,4.76,7.0,2009-02-24 20:56:56,"5487 Rodriguez Fork
Ballberg, MP 65143-5880",Kelly-Greene,0
Eric Terry,42.0,16371.42,1,3.84,10.0,2014-12-18 16:51:16,"2384 Lucero Trafficway Suite 201
Campbellchester, SD 24554-7364",White-Thomas,0
Troy Ochoa,32.0,5756.12,0,5.9,8.0,2012-05-01 12:42:04,"35985 Strong Islands
South Kennethshire, LA 68247-0544",Roberts-Schaefer,0
Michael Colon,41.0,9574.64,1,3.72,7.0,2016-07-04 20:08:46,"1293 John Tunnel Apt. 730
Lake Tara, NH 26653-6543",Guzman Group,0
Charles Mcgrath,42.0,6623.97,0,5.4,8.0,2015-11-06 23:41:45,"324 Krista Springs
South Antoniohaven, ME 39849",Adams-Gibbs,0
Zachary Johnson,28.0,8670.98,0,3.99,6.0,2006-11-05 12:19:57,"88565 Wright Loop
East Kyle, AS 27859",Johnson-Conley,0
Jennifer Bradley,48.0,10399.19,1,5.07,11.0,2015-03-01 14:16:08,"PSC 4851, Box 1322
APO AP 39599","Huff, Rowland and Taylor",0
Kenneth Sanchez,40.0,12542.76,1,5.03,8.0,2016-11-21 11:16:13,"832 Rachael Fort Suite 115
Lake Danielville, IL 18568-3278",Kelly Ltd,0
Colleen Morgan,46.0,11832.86,1,6.01,8.0,2007-12-20 04:37:53,"85111 Sims Tunnel
New Davidton, NV 81446-6413","Macias, Mcpherson and Rowe",0
Jay Hunter,33.0,12249.96,0,2.96,8.0,2014-08-09 03:31:31,"1294 Greer Run Apt. 108
South Justin, FM 28734",Ayers-White,0
Joshua Lang,49.0,11695.04,1,5.64,9.0,2007-10-12 01:48:51,"126 Mooney Corners
Port Anthonyborough, SD 31819",Simmons and Sons,0
Krista Ashley,41.0,9000.05,0,5.59,6.0,2013-10-02 08:18:44,"50771 Miller Mall
East Lauraburgh, TX 75798-7004",Evans and Sons,0
James Stevens,44.0,12400.33,1,5.18,3.0,2007-07-18 07:06:46,"USNV Johnson
FPO AA 53865-7362",Sims-Cole,0
Megan Edwards,30.0,13473.35,0,3.84,10.0,2010-11-05 09:22:13,"USNS Hill
FPO AA 50331",Sanchez LLC,0
Vanessa Romero,44.0,12227.39,0,6.46,7.0,2009-10-12 23:22:40,"6571 Barbara Junctions
Buckleychester, PA 35917-7024","Smith, Wilson and Reeves",0
Austin Branch,38.0,10788.67,0,4.98,7.0,2006-05-08 03:13:35,"29954 Burns Lake Apt. 491
Lake Dana, KY 85990",Daniels PLC,0
Taylor Brown,37.0,10076.71,0,6.5,7.0,2013-01-17 12:39:52,"996 Lopez Place
Davidfurt, SD 52712-6329","Villanueva, Woods and Johnson",0
William Pearson,28.0,11204.23,0,3.67,11.0,2012-10-25 20:54:44,"01565 Wilson Shoals Apt. 795
Port Eduardoview, ND 57078",Hernandez-Montgomery,0
Heidi Butler,39.0,14425.74,0,5.91,6.0,2009-05-03 10:23:56,"939 Elizabeth Tunnel Suite 840
Jamestown, MO 38646-5669",Gardner PLC,0
John Williams,46.0,9988.68,1,5.44,8.0,2015-01-27 17:01:19,"99930 Ferrell Estate Suite 343
Kempberg, UT 24672-0591","Parker, Salas and Martinez",0
Gina Johnson,43.0,8261.89,0,7.36,9.0,2008-03-25 15:58:18,"1975 Lawson Ford
East Tylerchester, OK 01485",Nguyen-Pratt,0
Brittany Walker,34.0,9779.12,0,5.89,9.0,2009-10-02 13:48:04,"2835 Laura Cape
West Sean, PR 08293",Trevino LLC,0
Lauren Campos,51.0,10328.42,1,5.12,7.0,2015-05-14 11:28:50,"123 Corey Divide Suite 626
New Hannahtown, KY 62519",Cannon Inc,0
Jennifer Garcia,38.0,12913.55,1,4.73,7.0,2007-11-16 01:02:38,"9071 Erickson Ridges Apt. 133
Glennberg, NE 87693",Williams LLC,0
Mary Allen,37.0,7189.31,0,6.87,10.0,2016-01-02 20:36:49,"421 Scott Prairie
Christinaville, FM 11471-2940","Alvarado, Davis and Johnson",0
Ethan Cordova,39.0,18026.01,1,3.82,9.0,2016-02-28 07:42:24,"482 Wells Mountain
New Jason, AL 66002",Scott PLC,0
Anthony Molina,26.0,8939.61,0,4.54,7.0,2007-09-22 09:46:47,"255 Olson Mountain
Maryshire, WA 83173-0377","Brown, Johnson and Fowler",0
David Compton,50.0,11294.45,1,2.17,10.0,2013-07-08 17:40:46,"292 John Course Apt. 691
Avilaburgh, ME 94092-4006",Larsen PLC,0
Garrett Walker,42.0,8271.02,0,4.24,9.0,2013-10-09 13:57:29,"561 Michael Alley
Robinsonmouth, WA 87560",Hunt-Jarvis,0
Benjamin Richard,44.0,5002.58,0,4.57,11.0,2009-09-24 19:34:31,"341 Horne Parks Apt. 964
Wallermouth, AZ 23035","Johns, Ross and Harris",0
Timothy Brown,45.0,11187.93,1,4.95,9.0,2015-09-27 20:20:08,"7800 Riley Square Apt. 303
Jacquelineberg, HI 08954-7689","Roberts, Delgado and Burch",0
Beth Barnes,51.0,9764.39,1,6.03,8.0,2014-06-30 06:15:01,"763 Jillian Vista Suite 240
East Kurt, VI 53651","Allen, Parker and Washington",0
Patricia Combs,44.0,8917.57,0,4.28,6.0,2006-07-19 10:37:21,"Unit 1984 Box 6538
DPO AE 54529-1395",Mcintosh LLC,0
Brian Hill,37.0,9499.3,1,6.81,8.0,2015-03-09 18:14:17,"357 Mcfarland Squares Apt. 356
West Elizabethmouth, DE 60392","Lee, Valencia and Wood",0
Nathaniel Sanchez,41.0,8502.52,0,6.0,10.0,2007-10-18 21:47:50,"58383 Clark Bridge Suite 540
East Jordan, IL 77693","Gutierrez, Gray and Morris",0
Tammy Pope,45.0,9576.07,1,7.01,8.0,2007-06-07 06:17:08,"9490 Kathryn Tunnel Suite 480
Shaneland, GA 26165-9694","Hays, Henson and Shelton",0
Denise Watkins,47.0,9451.03,0,5.11,10.0,2006-06-28 17:50:11,"PSC 9819, Box 2842
APO AE 04352-2576",Price-Webb,0
Mrs. Elizabeth Salas,48.0,9722.23,1,5.98,6.0,2013-12-21 22:15:12,"393 Underwood Court Apt. 802
East Christopher, FM 75364",Hall-Berger,0
Jessica Morales,49.0,11227.48,0,5.1,9.0,2011-08-16 08:46:53,"1384 Wendy Ferry
West Ryanburgh, ID 88650",Barrera-Hamilton,0
Mark Murphy,47.0,10718.97,0,5.74,7.0,2014-05-24 14:54:13,"64471 Joel Bypass Apt. 162
Lake Alyssabury, WA 71324-8954",Moore-Rios,0
Deborah Morgan,40.0,11799.72,0,3.0,8.0,2016-10-02 23:17:33,"773 Davis Ways Apt. 519
West Jamesbury, AR 35583","Wright, Lambert and Mcknight",0
Kiara Vasquez,38.0,13074.81,1,4.67,7.0,2011-05-07 04:27:00,"79384 York Cliff Suite 810
Lake Kristen, SC 81231-6853","Gonzales, Fuller and Cole",0
Zachary Howard,49.0,9000.36,0,4.13,11.0,2013-03-23 09:19:02,"PSC 9781, Box 0250
APO AP 24732","Peterson, Morgan and Wilson",0
